,Region,Year,WineType,Production_Hectoliters,Area_Hectares,Population,Area,Yield_Hl_Ha
1355,Tuscany,2011,Montepulciano (Red),35265.0,513.0,3600000,Center,68.7
1356,Tuscany,2012,Sangiovese (Red),339275.0,4498.0,3600000,Center,75.4
1357,Tuscany,2012,Nebbiolo (Red),13669.0,301.0,3600000,Center,45.4
1358,Tuscany,2012,Glera (Prosecco/Sparkling),51494.0,495.0,3600000,Center,104.0
1359,tuscany,2012,Pinot Grigio (White),25040.0,305.0,3600000,Center,82.1
1360,Tuscany,2012,Primitivo (Red),19097.0,241.0,3600000,Center,79.2
1361,Tuscany,2012,Montepulciano (Red),47962.0,585.0,3600000,Center,82.0
1362,Tuscany,2013,Sangiovese (Red),188110.0,2925.0,3600000,Center,64.3
1363,Tuscany,2013,Nebbiolo (Red),13324.0,312.0,3600000,Center,42.7
1364,Tuscany,2013,Glera (Prosecco/Sparkling),46940.0,454.0,3600000,Center,103.4
1365,Tuscany,2013,Pinot Grigio (White),29077.0,312.0,3600000,Center,93.2
1366,Tuscany,2013,Primitivo (Red),36513.0,421.0,3600000,Center,86.7
1367,Tuscany,2013,Montepulciano (Red),38979.0,447.0,3600000,Center,87.2
1368,Tuscany,2014,Sangiovese (Red),434831.0,6969.0,3600000,Center,62.4
1369,Tuscany,2014,Nebbiolo (Red),15415.0,354.0,3600000,Center,43.5
1370,Tuscany,2014,Glera (Prosecco/Sparkling),26240.0,289.0,3600000,Center,90.8
1371,Tuscany,2014,Pinot Grigio (White),37406.0,,3600000,Center,81.3
1372,Tuscany,2014,Primitivo (Red),26923.0,470.0,3600000,Center,57.3
1373,Tuscany,2014,Montepulciano (Red),48022.0,490.0,3600000,Center,98.0
1374,Tuscany,2015,Sangiovese (Red),332787.0,5059.0,3600000,Center,65.8
1375,Tuscany,2015,Nebbiolo (Red),118532.68708826706,367.0,3600000,Center,47.5
1376,Tuscany,2015,Glera (Prosecco/Sparkling),40367.0,372.0,3600000,Center,108.5
1377,Tuscany,2015,Pinot Grigio (White),41226.0,465.0,3600000,Center,88.7
1378,Tuscany,2015,Primitivo (Red),33601.0,434.0,3600000,Center,77.4
1379,Tuscany,2015,Montepulciano (Red),44909.0,566.0,3600000,Center,79.3
1380,Tuscany,2016,Sangiovese (Red),298270.0,4329.0,3600000,Center,68.9
1381,Tuscany,2016,Nebbiolo (Red),26102.0,499.0,3600000,Center,52.3
1382,tuscany,2016,Glera (Prosecco/Sparkling),56183.0,542.0,3600000,Center,103.7
1383,Tuscany,2016,Pinot Grigio (White),27348.0,265.0,3600000,Center,103.2
1384,Tuscany,2016,Primitivo (Red),44070.0,562.0,3600000,Center,78.4
1385,Tuscany,2016,Montepulciano (Red),31590.0,387.0,3600000,Center,81.6
1386,Tuscany,2017,Sangiovese (Red),376525.0,8381.0,3600000,Center,44.9
1387,Tuscany,2017,Nebbiolo (Red),17051.0,,3600000,Center,
1388,Tuscany,2017,Glera (Prosecco/Sparkling),46905.0,606.0,3600000,Center,77.4
1389,Tuscany,2017,Pinot Grigio (White),35701.0,418.0,3600000,Center,
1390,Tuscany,2017,Primitivo (Red),25760.0,408.0,3600000,Center,63.1
1391,Tuscany,2017,Montepulciano (Red),20268.0,342.0,3600000,Center,
1392,tuscany,2018,Sangiovese (Red),2142830.682371518,5373.0,3600000,Center,58.7
1393,Tuscany,2018,Nebbiolo (Red),14809.0,310.0,3600000,Center,47.8
1394,Tuscany,2018,Glera (Prosecco/Sparkling),89591.0,690.0,3600000,Center,129.8
1395,Tuscany,2018,Pinot Grigio (White),,572.0,3600000,Center,114.1
1396,Tuscany,2018,Primitivo (Red),140483.1846972054,335.0,3600000,Center,61.7
1397,Tuscany,2018,Montepulciano (Red),42154.0,504.0,3600000,Center,83.6
1398,Tuscany,2019,Sangiovese (Red),497461.0,7431.0,3600000,Center,66.9
1399,Tuscany,2019,Nebbiolo (Red),15463.0,390.0,3600000,Center,39.6
1400,Tuscany,2019,Glera (Prosecco/Sparkling),70514.0,629.0,3600000,Center,112.1
1401,Tuscany,2019,Pinot Grigio (White),41554.0,467.0,3600000,Center,89.0
1402,Tuscany,2019,Primitivo (Red),15737.0,214.0,3600000,Center,73.5
1403,Tuscany,2019,Montepulciano (Red),57303.0,644.0,3600000,Center,89.0
1404,Tuscany,2020,Sangiovese (Red),1909000.1183689325,,3600000,Center,49.7
1405,Tuscany,2020,Nebbiolo (Red),28083.0,621.0,3600000,Center,45.2
1406,Tuscany,2020,Glera (Prosecco/Sparkling),100629.0,849.0,3600000,Center,118.5
1407,Tuscany,2020,Pinot Grigio (White),37043.0,,3600000,Center,100.9
1408,Tuscany,2020,Primitivo (Red),41040.0,617.0,3600000,Center,66.5
1409,Tuscany,2020,Montepulciano (Red),36033.0,368.0,3600000,Center,97.9
1410,Tuscany,2021,Sangiovese (Red),451273.0,7635.0,3600000,Center,
1411,Tuscany,2021,Nebbiolo (Red),16731.0,386.0,3600000,Center,43.3
1412,Tuscany,2021,glera (prosecco/sparkling),44212.0,406.0,3600000,Center,108.9
1413,Tuscany,2021,Pinot Grigio (White),23722.0,370.0,3600000,Center,64.1
1414,Tuscany,2021,Primitivo (Red),47135.0,612.0,3600000,Center,77.0
1415,Tuscany,2021,montepulciano (red),25561.0,306.0,3600000,Center,83.5
1416,Tuscany,2022,Sangiovese (Red),567941.0,,3600000,Center,68.7
1417,Tuscany,2022,Nebbiolo (Red),22287.0,502.0,3600000,Center,44.4
1418,Tuscany,2022,Glera (Prosecco/Sparkling),94589.0,794.0,3600000,Center,119.1
1419,Tuscany,2022,pinot grigio (white),,242.0,3600000,Center,98.6
1420,Tuscany,2022,Primitivo (Red),28987.0,426.0,3600000,Center,
1421,Tuscany,2022,Montepulciano (Red),25714.0,257.0,3600000,Center,100.1
1422,Tuscany,2023,Sangiovese (Red),377019.0,6357.0,3600000,Center,59.3
1423,Tuscany,2023,Nebbiolo (Red),18123.0,481.0,3600000,Center,37.7
1424,Tuscany,2023,Glera (Prosecco/Sparkling),37415.0,515.0,3600000,Center,72.7
1425,Tuscany,2023,Pinot Grigio (White),44015.0,487.0,3600000,Center,90.4
1426,Tuscany,2023,Primitivo (Red),18583.0,341.0,3600000,Center,54.5
1427,Tuscany,2023,Montepulciano (Red),26831.0,545.0,3600000,Center,49.2
1428,Tuscany,2024,Sangiovese (Red),471206.0,5881.0,3600000,Center,80.1
1429,Tuscany,2024,Nebbiolo (Red),23398.0,479.0,3600000,Center,48.8
1430,Tuscany,2024,Glera (Prosecco/Sparkling),55234.0,483.0,3600000,Center,114.4
1431,Tuscany,2024,Pinot Grigio (White),74536.0,727.0,3600000,Center,102.5
1432,Tuscany,2024,Primitivo (Red),26357.0,405.0,3600000,Center,65.1
1433,Tuscany,2024,Montepulciano (Red),39325.0,456.0,3600000,Center,86.2
1434,Tuscany,2025,Sangiovese (Red),437143.0,,3600000,Center,56.6
1435,Tuscany,2025,Nebbiolo (Red),25050.0,414.0,3600000,Center,60.5
1436,Tuscany,2025,Glera (Prosecco/Sparkling),50243.0,591.0,3600000,Center,85.0
1437,Tuscany,2025,Pinot Grigio (White),33274.0,350.0,3600000,Center,95.1
1438,Tuscany,2025,Primitivo (Red),43742.0,643.0,3600000,Center,68.0
1439,Tuscany,2025,Montepulciano (Red),32153.0,473.0,3600000,Center,68.0
1440,Trentino-Alto Adige,2011,Sangiovese (Red),3913.0,60.0,1100000,North,65.2
1441,Trentino-Alto Adige,2011,Nebbiolo (Red),5205.0,115.0,1100000,North,45.3
1442,Trentino-Alto Adige,2011,Glera (Prosecco/Sparkling),2491680.4946810016,3207.0,1100000,North,114.3
1443,Trentino-Alto Adige,2011,Pinot Grigio (White),272404.0,2905.0,1100000,North,
1444,Trentino-Alto Adige,2011,Primitivo (Red),2426.0,35.0,1100000,North,69.3
1445,Trentino-Alto Adige,2011,Montepulciano (Red),7732.0,98.0,1100000,North,78.9
1446,Trentino-Alto Adige,2012,Sangiovese (Red),,,1100000,North,66.6
1447,Trentino-Alto Adige,2012,Nebbiolo (Red),6899.0,147.0,1100000,North,46.9
1448,Trentino-Alto Adige,2012,Glera (Prosecco/Sparkling),213963.0,1964.0,1100000,North,
1449,Trentino-Alto Adige,2012,Pinot Grigio (White),285953.0,,1100000,North,108.4
1450,Trentino-Alto Adige,2012,Primitivo (Red),6925.0,96.0,1100000,North,72.1
1451,Trentino-Alto Adige,2012,Montepulciano (Red),11279.0,138.0,1100000,North,81.7
1452,Trentino-Alto Adige,2013,sangiovese (red),11426.0,160.0,1100000,North,71.4
1453,Trentino-Alto Adige,2013,Nebbiolo (Red),5698.0,97.0,1100000,North,58.7
1454,Trentino-Alto Adige,2013,Glera (Prosecco/Sparkling),212833.0,1752.0,1100000,North,121.5
1455,Trentino-Alto Adige,2013,Pinot Grigio (White),214373.0,2390.0,1100000,North,89.7
1456,Trentino-Alto Adige,2013,Primitivo (Red),5361.0,69.0,1100000,North,77.7
1457,Trentino-Alto Adige,2013,Montepulciano (Red),12152.0,126.0,1100000,North,96.4
1458,Trentino-Alto Adige,2014,Sangiovese (Red),8109.0,119.0,1100000,North,68.1
1459,Trentino-Alto Adige,2014,Nebbiolo (Red),6251.0,138.0,1100000,North,45.3
1460,trentino-alto adige,2014,Glera (Prosecco/Sparkling),194134.0,1726.0,1100000,North,
1461,Trentino-Alto Adige,2014,Pinot Grigio (White),188304.0,1806.0,1100000,North,104.3
1462,Trentino-Alto Adige,2014,Primitivo (Red),11316.0,146.0,1100000,North,77.5
1463,Trentino-Alto Adige,2014,Montepulciano (Red),7809.0,101.0,1100000,North,77.3
1464,Trentino-Alto Adige,2015,Sangiovese (Red),8759.0,130.0,1100000,North,67.4
1465,Trentino-Alto Adige,2015,Nebbiolo (Red),4376.0,97.0,1100000,North,45.1
1466,Trentino-Alto Adige,2015,Glera (Prosecco/Sparkling),155463.0,,1100000,North,108.3
1467,Trentino-Alto Adige,2015,Pinot Grigio (White),163089.0,1863.0,1100000,North,87.5
1468,Trentino-Alto Adige,2015,Primitivo (Red),7297.0,101.0,1100000,North,72.2
1469,Trentino-Alto Adige,2015,Montepulciano (Red),10868.0,109.0,1100000,North,99.7
1470,Trentino-Alto Adige,2016,Sangiovese (Red),10808.0,171.0,1100000,North,63.2
1471,Trentino-Alto Adige,2016,Nebbiolo (Red),5768.0,132.0,1100000,North,
1472,Trentino-Alto Adige,2016,Glera (Prosecco/Sparkling),386113.0,,1100000,North,105.4
1473,Trentino-Alto Adige,2016,Pinot Grigio (White),183168.0,1945.0,1100000,North,94.2
1474,Trentino-Alto Adige,2016,Primitivo (Red),8623.0,,1100000,North,77.0
1475,Trentino-Alto Adige,2016,Montepulciano (Red),15110.0,163.0,1100000,North,92.7
1476,Trentino-Alto Adige,2017,Sangiovese (Red),7370.0,,1100000,North,51.2
1477,Trentino-Alto Adige,2017,Nebbiolo (Red),4197.0,110.0,1100000,North,38.2
1478,Trentino-Alto Adige,2017,Glera (Prosecco/Sparkling),474606.0,4510.0,1100000,North,105.2
1479,Trentino-Alto Adige,2017,Pinot Grigio (White),178924.0,2469.0,1100000,North,72.5
1480,Trentino-Alto Adige,2017,Primitivo (Red),8256.0,124.0,1100000,North,66.6
1481,Trentino-Alto Adige,2017,Montepulciano (Red),6464.0,104.0,1100000,North,62.2
1482,Trentino-Alto Adige,2018,Sangiovese (Red),,164.0,1100000,North,52.8
1483,Trentino-Alto Adige,2018,Nebbiolo (Red),4450.0,86.0,1100000,North,
1484,Trentino-Alto Adige,2018,Glera (Prosecco/Sparkling),235676.0,2699.0,1100000,North,87.3
1485,Trentino-Alto Adige,2018,Pinot Grigio (White),90967.0,1243.0,1100000,North,
1486,Trentino-Alto Adige,2018,Primitivo (Red),10607.0,138.0,1100000,North,76.9
1487,Trentino-Alto Adige,2018,Montepulciano (Red),15865.0,167.0,1100000,North,95.0
1488,Trentino-Alto Adige,2019,Sangiovese (Red),7668.0,98.0,1100000,North,78.2
1489,Trentino-Alto Adige,2019,Nebbiolo (Red),5237.0,108.0,1100000,North,48.5
1490,Trentino-Alto Adige,2019,Glera (Prosecco/Sparkling),346272.0,3036.0,1100000,North,114.1
1491,Trentino-Alto Adige,2019,Pinot Grigio (White),196876.0,2076.0,1100000,North,94.8
1492,Trentino-Alto Adige,2019,Primitivo (Red),10114.0,130.0,1100000,North,77.8
1493,Trentino-Alto Adige,2019,Montepulciano (Red),4232.0,,1100000,North,79.8
1494,Trentino-Alto Adige,2020,Sangiovese (Red),7498.0,112.0,1100000,North,66.9
1495,Trentino-Alto Adige,2020,Nebbiolo (Red),4639.0,97.0,1100000,North,47.8
1496,Trentino-Alto Adige,2020,Glera (Prosecco/Sparkling),387908.0,3612.0,1100000,North,107.4
1497,Trentino-Alto Adige,2020,Pinot Grigio (White),189445.0,1846.0,1100000,North,102.6
1498,Trentino-Alto Adige,2020,Primitivo (Red),9121.0,115.0,1100000,North,79.3
1499,Trentino-Alto Adige,2020,Montepulciano (Red),12434.0,148.0,1100000,North,
1500,Trentino-Alto Adige,2021,Sangiovese (Red),6681.0,106.0,1100000,North,63.0
1501,Trentino-Alto Adige,2021,Nebbiolo (Red),6053.0,109.0,1100000,North,55.5
1502,Trentino-Alto Adige,2021,Glera (Prosecco/Sparkling),289606.0,2943.0,1100000,North,98.4
1503,Trentino-Alto Adige,2021,Pinot Grigio (White),123534.0,1382.0,1100000,North,89.4
1504,Trentino-Alto Adige,2021,Primitivo (Red),13735.0,191.0,1100000,North,71.9
1505,Trentino-Alto Adige,2021,Montepulciano (Red),8059.0,85.0,1100000,North,94.8
1506,Trentino-Alto Adige,2022,Sangiovese (Red),47971.691214085375,104.0,1100000,North,67.9
1507,Trentino-Alto Adige,2022,Nebbiolo (Red),4210.0,73.0,1100000,North,57.7
1508,Trentino-Alto Adige,2022,Glera (Prosecco/Sparkling),377623.0,3337.0,1100000,North,113.2
1509,Trentino-Alto Adige,2022,Pinot Grigio (White),125105.0,1075.0,1100000,North,
1510,Trentino-Alto Adige,2022,Primitivo (Red),10050.0,165.0,1100000,North,
1511,Trentino-Alto Adige,2022,Montepulciano (Red),10782.0,119.0,1100000,North,90.6
1512,Trentino-Alto Adige,2023,Sangiovese (Red),5236.0,121.0,1100000,North,43.3
1513,Trentino-Alto Adige,2023,Nebbiolo (Red),3329.0,109.0,1100000,North,30.5
1514,Trentino-Alto Adige,2023,Glera (Prosecco/Sparkling),233243.0,2898.0,1100000,North,80.5
1515,Trentino-Alto Adige,2023,Pinot Grigio (White),109989.0,1825.0,1100000,North,60.3
1516,Trentino-Alto Adige,2023,Primitivo (Red),4288.0,86.0,1100000,North,49.9
1517,Trentino-Alto Adige,2023,montepulciano (red),8386.0,116.0,1100000,North,
1518,Trentino-Alto Adige,2024,Sangiovese (Red),7571.0,109.0,1100000,North,69.5
1519,Trentino-Alto Adige,2024,Nebbiolo (Red),4535.0,114.0,1100000,North,39.8
1520,Trentino-Alto Adige,2024,Glera (Prosecco/Sparkling),295896.0,3349.0,1100000,North,88.4
1521,Trentino-Alto Adige,2024,Pinot Grigio (White),128582.0,1484.0,1100000,North,86.6
1522,Trentino-Alto Adige,2024,Primitivo (Red),10444.0,122.0,1100000,North,85.6
1523,Trentino-Alto Adige,2024,Montepulciano (Red),9212.0,132.0,1100000,North,69.8
1524,Trentino-Alto Adige,2025,Sangiovese (Red),8523.0,131.0,1100000,North,65.1
1525,Trentino-Alto Adige,2025,Nebbiolo (Red),6652.0,148.0,1100000,North,44.9
1526,Trentino-Alto Adige,2025,Glera (Prosecco/Sparkling),177220.0,1849.0,1100000,North,95.8
1527,Trentino-Alto Adige,2025,Pinot Grigio (White),209046.0,1989.0,1100000,North,105.1
1528,Trentino-Alto Adige,2025,Primitivo (Red),5645.0,68.0,1100000,North,83.0
1529,Trentino-Alto Adige,2025,Montepulciano (Red),7545.0,97.0,1100000,North,
1530,Umbria,2011,Sangiovese (Red),,1853.0,850000,Center,82.6
1531,Umbria,2011,Nebbiolo (Red),6596.0,131.0,850000,Center,50.4
1532,Umbria,2011,Glera (Prosecco/Sparkling),13081.0,135.0,850000,Center,
1533,Umbria,2011,Pinot Grigio (White),15779.0,,850000,Center,
1534,umbria,2011,Primitivo (Red),7639.0,114.0,850000,Center,67.0
1535,Umbria,2011,Montepulciano (Red),10674.0,118.0,850000,Center,90.5
1536,Umbria,2012,Sangiovese (Red),146700.0,2341.0,850000,Center,62.7
1537,Umbria,2012,Nebbiolo (Red),2836.0,63.0,850000,Center,45.0
1538,Umbria,2012,Glera (Prosecco/Sparkling),10903.0,90.0,850000,Center,121.1
1539,Umbria,2012,Pinot Grigio (White),,70.0,850000,Center,77.8
1540,umbria,2012,Primitivo (Red),4074.0,55.0,850000,Center,
1541,Umbria,2012,Montepulciano (Red),5164.0,81.0,850000,Center,63.8
1542,Umbria,2013,Sangiovese (Red),172572.0,2371.0,850000,Center,72.8
1543,Umbria,2013,Nebbiolo (Red),,116.0,850000,Center,44.9
1544,Umbria,2013,Glera (Prosecco/Sparkling),18176.0,155.0,850000,Center,117.3
1545,Umbria,2013,Pinot Grigio (White),75589.9024471273,,850000,Center,102.0
1546,Umbria,2013,Primitivo (Red),9617.0,157.0,850000,Center,61.3
1547,Umbria,2013,Montepulciano (Red),7975.0,102.0,850000,Center,78.2
1548,Umbria,2014,Sangiovese (Red),90575.0,1675.0,850000,Center,54.1
1549,Umbria,2014,Nebbiolo (Red),4179.0,100.0,850000,Center,
1550,Umbria,2014,Glera (Prosecco/Sparkling),,92.0,850000,Center,118.8
1551,Umbria,2014,Pinot Grigio (White),6891.0,85.0,850000,Center,81.1
1552,Umbria,2014,Primitivo (Red),11296.0,144.0,850000,Center,78.4
1553,Umbria,2014,Montepulciano (Red),11554.0,155.0,850000,Center,74.5
1554,Umbria,2015,Sangiovese (Red),105050.0,1686.0,850000,Center,62.3
1555,Umbria,2015,Nebbiolo (Red),3082.0,71.0,850000,Center,43.4
1556,Umbria,2015,Glera (Prosecco/Sparkling),12610.0,103.0,850000,Center,
1557,Umbria,2015,Pinot Grigio (White),7933.0,110.0,850000,Center,
1558,Umbria,2015,Primitivo (Red),9240.0,143.0,850000,Center,64.6
1559,Umbria,2015,Montepulciano (Red),12671.0,126.0,850000,Center,100.6
1560,Umbria,2016,Sangiovese (Red),55278.0,885.0,850000,Center,62.5
1561,Umbria,2016,Nebbiolo (Red),6755.0,128.0,850000,Center,52.8
1562,Umbria,2016,Glera (Prosecco/Sparkling),14121.0,128.0,850000,Center,110.3
1563,Umbria,2016,pinot grigio (white),5082.0,57.0,850000,Center,89.2
1564,umbria,2016,Primitivo (Red),4223.0,56.0,850000,Center,75.4
1565,Umbria,2016,Montepulciano (Red),7888.0,94.0,850000,Center,83.9
1566,Umbria,2017,Sangiovese (Red),,1825.0,850000,Center,61.6
1567,Umbria,2017,Nebbiolo (Red),6451.0,146.0,850000,Center,44.2
1568,Umbria,2017,Glera (Prosecco/Sparkling),15755.0,186.0,850000,Center,84.7
1569,Umbria,2017,pinot grigio (white),15176.0,174.0,850000,Center,87.2
1570,Umbria,2017,Primitivo (Red),6932.0,107.0,850000,Center,64.8
1571,Umbria,2017,Montepulciano (Red),7220.0,111.0,850000,Center,65.0
1572,Umbria,2018,Sangiovese (Red),89740.0,1358.0,850000,Center,66.1
1573,Umbria,2018,Nebbiolo (Red),4818.0,96.0,850000,Center,50.2
1574,Umbria,2018,Glera (Prosecco/Sparkling),8070.0,60.0,850000,Center,134.5
1575,Umbria,2018,Pinot Grigio (White),14603.0,156.0,850000,Center,93.6
1576,Umbria,2018,Primitivo (Red),7063.0,92.0,850000,Center,76.8
1577,Umbria,2018,Montepulciano (Red),8277.0,105.0,850000,Center,78.8
1578,Umbria,2019,Sangiovese (Red),138667.0,1990.0,850000,Center,69.7
1579,Umbria,2019,Nebbiolo (Red),5267.0,106.0,850000,Center,
1580,Umbria,2019,Glera (Prosecco/Sparkling),17711.0,189.0,850000,Center,93.7
1581,Umbria,2019,Pinot Grigio (White),10337.0,117.0,850000,Center,88.4
1582,Umbria,2019,Primitivo (Red),13524.0,162.0,850000,Center,83.5
1583,umbria,2019,Montepulciano (Red),14535.0,148.0,850000,Center,98.2
1584,Umbria,2020,Sangiovese (Red),113619.0,1583.0,850000,Center,71.8
1585,Umbria,2020,Nebbiolo (Red),7223.0,158.0,850000,Center,45.7
1586,Umbria,2020,glera (prosecco/sparkling),14423.0,132.0,850000,Center,109.3
1587,Umbria,2020,Pinot Grigio (White),13147.0,147.0,850000,Center,89.4
1588,Umbria,2020,Primitivo (Red),6664.0,,850000,Center,57.4
1589,Umbria,2020,Montepulciano (Red),10214.0,117.0,850000,Center,87.3
1590,Umbria,2021,Sangiovese (Red),140441.0,2494.0,850000,Center,56.3
1591,Umbria,2021,Nebbiolo (Red),4523.0,86.0,850000,Center,52.6
1592,Umbria,2021,Glera (Prosecco/Sparkling),15879.0,159.0,850000,Center,99.9
1593,Umbria,2021,pinot grigio (white),14915.0,161.0,850000,Center,92.6
1594,Umbria,2021,Primitivo (Red),3295.0,60.0,850000,Center,54.9
1595,Umbria,2021,Montepulciano (Red),12821.0,142.0,850000,Center,90.3
1596,Umbria,2022,Sangiovese (Red),157237.0,2503.0,850000,Center,62.8
1597,Umbria,2022,Nebbiolo (Red),4852.0,121.0,850000,Center,40.1
1598,Umbria,2022,Glera (Prosecco/Sparkling),19733.0,167.0,850000,Center,118.2
1599,Umbria,2022,Pinot Grigio (White),11196.0,110.0,850000,Center,101.8
1600,Umbria,2022,Primitivo (Red),,98.0,850000,Center,75.9
1601,Umbria,2022,Montepulciano (Red),6714.0,76.0,850000,Center,88.3
1602,Umbria,2023,Sangiovese (Red),113801.0,2093.0,850000,Center,54.4
1603,Umbria,2023,Nebbiolo (Red),,130.0,850000,Center,35.4
1604,Umbria,2023,Glera (Prosecco/Sparkling),8424.0,117.0,850000,Center,72.0
1605,Umbria,2023,Pinot Grigio (White),12381.0,144.0,850000,Center,86.0
1606,Umbria,2023,Primitivo (Red),9583.0,136.0,850000,Center,70.5
1607,Umbria,2023,Montepulciano (Red),5553.0,86.0,850000,Center,64.6
1608,Umbria,2024,Sangiovese (Red),162926.0,2384.0,850000,Center,
1609,Umbria,2024,Nebbiolo (Red),3925.0,78.0,850000,Center,
1610,Umbria,2024,Glera (Prosecco/Sparkling),22447.0,,850000,Center,125.4
1611,Umbria,2024,Pinot Grigio (White),14968.0,150.0,850000,Center,99.8
1612,Umbria,2024,Primitivo (Red),8917.0,109.0,850000,Center,81.8
1613,Umbria,2024,Montepulciano (Red),9597.0,114.0,850000,Center,84.2
1614,Umbria,2025,Sangiovese (Red),88548.0,1316.0,850000,Center,67.3
1615,umbria,2025,nebbiolo (red),,103.0,850000,Center,44.7
1616,Umbria,2025,Glera (Prosecco/Sparkling),,179.0,850000,Center,103.1
1617,Umbria,2025,Pinot Grigio (White),7450.0,77.0,850000,Center,96.8
1618,Umbria,2025,Primitivo (Red),13784.0,153.0,850000,Center,90.1
1619,Umbria,2025,Montepulciano (Red),6773.0,102.0,850000,Center,66.4
1620,Aosta Valley,2011,Sangiovese (Red),,6.0,123000,North,54.2
1621,Aosta Valley,2011,Nebbiolo (Red),376.0,8.0,123000,North,
1622,Aosta Valley,2011,Glera (Prosecco/Sparkling),905.0,8.0,123000,North,113.1
1623,Aosta Valley,2011,Pinot Grigio (White),759.0,8.0,123000,North,94.9
1624,aosta valley,2011,Primitivo (Red),2867.835910517641,5.0,123000,North,84.4
1625,Aosta Valley,2011,Montepulciano (Red),493.0,6.0,123000,North,82.2
1626,Aosta Valley,2012,Sangiovese (Red),461.0,8.0,123000,North,57.6
1627,Aosta Valley,2012,Nebbiolo (Red),253.0,5.0,123000,North,50.6
1628,Aosta Valley,2012,Glera (Prosecco/Sparkling),860.0,7.0,123000,North,
1629,Aosta Valley,2012,Pinot Grigio (White),1129.0,12.0,123000,North,94.1
1630,Aosta Valley,2012,Primitivo (Red),327.0,,123000,North,81.8
1631,Aosta Valley,2012,montepulciano (red),838.0,10.0,123000,North,83.8
1632,Aosta Valley,2013,Sangiovese (Red),521.0,9.0,123000,North,57.9
1633,Aosta Valley,2013,Nebbiolo (Red),311.0,6.0,123000,North,51.8
1634,Aosta Valley,2013,Glera (Prosecco/Sparkling),957.0,9.0,123000,North,106.3
1635,Aosta Valley,2013,Pinot Grigio (White),763.0,10.0,123000,North,76.3
1636,Aosta Valley,2013,Primitivo (Red),348.0,5.0,123000,North,69.6
1637,Aosta Valley,2013,Montepulciano (Red),670.0,8.0,123000,North,83.8
1638,Aosta Valley,2014,Sangiovese (Red),451.0,7.0,123000,North,64.4
1639,aosta valley,2014,Nebbiolo (Red),,8.0,123000,North,51.5
1640,Aosta Valley,2014,Glera (Prosecco/Sparkling),787.0,8.0,123000,North,98.4
1641,Aosta Valley,2014,Pinot Grigio (White),757.0,10.0,123000,North,
1642,Aosta Valley,2014,primitivo (red),566.0,7.0,123000,North,80.9
1643,Aosta Valley,2014,Montepulciano (Red),689.0,10.0,123000,North,68.9
1644,Aosta Valley,2015,Sangiovese (Red),604.0,10.0,123000,North,60.4
1645,Aosta Valley,2015,Nebbiolo (Red),262.0,6.0,123000,North,43.7
1646,Aosta Valley,2015,Glera (Prosecco/Sparkling),1101.0,10.0,123000,North,110.1
1647,Aosta Valley,2015,Pinot Grigio (White),489.0,6.0,123000,North,81.5
1648,Aosta Valley,2015,Primitivo (Red),,9.0,123000,North,69.7
1649,Aosta Valley,2015,Montepulciano (Red),626.0,8.0,123000,North,78.2
1650,Aosta Valley,2016,Sangiovese (Red),397.0,5.0,123000,North,79.4
1651,Aosta Valley,2016,Nebbiolo (Red),282.0,6.0,123000,North,47.0
1652,Aosta Valley,2016,Glera (Prosecco/Sparkling),1178.0,,123000,North,98.2
1653,Aosta Valley,2016,Pinot Grigio (White),898.0,10.0,123000,North,89.8
1654,Aosta Valley,2016,Primitivo (Red),749.0,9.0,123000,North,83.2
1655,Aosta Valley,2016,Montepulciano (Red),640.0,9.0,123000,North,71.1
1656,Aosta Valley,2017,Sangiovese (Red),346.0,9.0,123000,North,38.4
1657,Aosta Valley,2017,Nebbiolo (Red),407.0,10.0,123000,North,40.7
1658,Aosta Valley,2017,Glera (Prosecco/Sparkling),1323.0,12.0,123000,North,110.2
1659,Aosta Valley,2017,Pinot Grigio (White),688.0,11.0,123000,North,62.5
1660,Aosta Valley,2017,Primitivo (Red),311.0,5.0,123000,North,62.2
1661,Aosta Valley,2017,montepulciano (red),398.0,6.0,123000,North,66.3
1662,aosta valley,2018,sangiovese (red),341.0,7.0,123000,North,48.7
1663,Aosta Valley,2018,Nebbiolo (Red),372.0,7.0,123000,North,53.1
1664,Aosta Valley,2018,Glera (Prosecco/Sparkling),1062.0,10.0,123000,North,
1665,Aosta Valley,2018,Pinot Grigio (White),630.0,7.0,123000,North,90.0
1666,Aosta Valley,2018,Primitivo (Red),633.0,7.0,123000,North,90.4
1667,Aosta Valley,2018,Montepulciano (Red),713.0,9.0,123000,North,79.2
1668,Aosta Valley,2019,Sangiovese (Red),354.0,6.0,123000,North,59.0
1669,Aosta Valley,2019,Nebbiolo (Red),378.0,7.0,123000,North,54.0
1670,Aosta Valley,2019,Glera (Prosecco/Sparkling),1320.0,11.0,123000,North,120.0
1671,Aosta Valley,2019,Pinot Grigio (White),447.0,5.0,123000,North,89.4
1672,Aosta Valley,2019,Primitivo (Red),247.0,5.0,123000,North,
1673,Aosta Valley,2019,Montepulciano (Red),892.0,11.0,123000,North,81.1
1674,Aosta Valley,2020,Sangiovese (Red),323.0,,123000,North,64.6
1675,Aosta Valley,2020,Nebbiolo (Red),377.0,8.0,123000,North,47.1
1676,Aosta Valley,2020,Glera (Prosecco/Sparkling),1292.0,11.0,123000,North,117.5
